fluence V_MP I_MP d111 d100 IClus VClus
1.8145583333333337 344212919403.3355 0 0 0 0 0 0 0
3.0782222222222226 583923833265.2119 0 0 0 0 0 0 0
5.65738888888889 1073179246911.9319 6 6 0 0 0 0 0
8.419916666666667 1597217374457.2195 10 10 0 0 0 0 0
11.815833333333334 2241406303746.9604 14 14 0 0 0 0 0
14.258111111111115 2704694558767.3906 21 21 0 0 0 0 0
17.753555555555558 3367763425021.0107 22 22 0 0 0 0 0
20.061833333333336 3805632529632.9136 30 30 0 0 0 0 0
22.34272222222223 4238306094795.6436 31 31 0 0 0 0 0
25.700444444444447 4875249723129.389 35 35 0 0 0 0 0
28.466388888888897 5399935975778.376 42 42 0 0 0 0 0
56.21805555555555 10664292610758.365 80 82 0 0 0 2 0
83.62222222222223 15862730180313.258 106 108 0 0 0 2 0
112.19916666666667 21283638009040.625 148 148 0 0 0 2 2
139.75333333333336 26510529851440.883 189 200 6 0 0 22 5
168.01222222222225 31871104083116.504 240 279 6 0 0 53 8
196.20083333333335 37218346961033.086 277 327 15 0 0 78 13
223.8541666666667 42464050239370.01 306 352 15 0 0 78 17
250.13500000000005 47449396921171.82 346 392 15 0 0 80 19
278.4694444444445 52824303675465.84 397 446 21 0 0 98 28
556.0916666666668 105487893402453.23 698 759 44 0 0 139 34
833.6444444444445 158138309854975.16 929 1010 70 0 0 207 56
1001.6527777777778 190008676234721.6 1222 1332 224 0 0 438 104
